Office of Occupational Statistics and Employment Projections,,,,,,,,,
As of 8/29/2024,,,,,,,,,
O*NET-SOC and National Employment Matrix (NEM) equivalents with Occupational Outlook Handbook coverage,,,,,,,,,
Sort Order,O*NET-SOC Code,O*NET-SOC Title,NEM Code,National Employment Matrix Occupational Title,OOH Profile Code,OOH Profile Title,OOH Occupation Group,OOH Occupation Group (brief),OOH Profile Website
738,47-2171.00,Reinforcing Iron and Rebar Workers,47-2171,Reinforcing iron and rebar workers,B273,Ironworkers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/structural-iron-and-steel-workers.htm
739,47-2181.00,Roofers,47-2181,Roofers,B272,Roofers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/roofers.htm
740,47-2211.00,Sheet Metal Workers,47-2211,Sheet metal workers,B369,Sheet metal workers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/sheet-metal-workers.htm
741,47-2221.00,Structural Iron and Steel Workers,47-2221,Structural iron and steel workers,B273,Ironworkers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/structural-iron-and-steel-workers.htm
742,47-2231.00,Solar Photovoltaic Installers,47-2231,Solar photovoltaic installers,B234,Solar photovoltaic installers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/solar-photovoltaic-installers.htm
743,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",B263,Construction laborers and helpers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-laborers-and-helpers.htm
744,47-3012.00,Helpers--Carpenters,47-3012,Helpers--carpenters,B263,Construction laborers and helpers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-laborers-and-helpers.htm
745,47-3013.00,Helpers--Electricians,47-3013,Helpers--electricians,B263,Construction laborers and helpers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-laborers-and-helpers.htm
746,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",B263,Construction laborers and helpers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-laborers-and-helpers.htm
747,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",B263,Construction laborers and helpers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-laborers-and-helpers.htm
748,47-3016.00,Helpers--Roofers,47-3016,Helpers--roofers,B263,Construction laborers and helpers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-laborers-and-helpers.htm
749,47-3019.00,"Helpers, Construction Trades, All Other",47-3019,"Helpers, construction trades, all other",B263,Construction laborers and helpers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-laborers-and-helpers.htm
750,47-4011.00,Construction and Building Inspectors,47-4011,Construction and building inspectors,B274,Construction and building inspectors,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-and-building-inspectors.htm
751,47-4011.01,Energy Auditors,47-4011,Construction and building inspectors,B274,Construction and building inspectors,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/construction-and-building-inspectors.htm
752,47-4021.00,Elevator and Escalator Installers and Repairers,47-4021,Elevator and escalator installers and repairers,B275,Elevator and escalator installers and repairers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/elevator-installers-and-repairers.htm
753,47-4031.00,Fence Erectors,47-4031,Fence erectors,—,—,—,—,—
754,47-4041.00,Hazardous Materials Removal Workers,47-4041,Hazardous materials removal workers,B276,Hazardous materials removal workers,Construction-and-Extraction,Construction,https://www.bls.gov/OOH/construction-and-extraction/hazardous-materials-removal-workers.htm
755,47-4051.00,Highway Maintenance Workers,47-4051,Highway maintenance workers,—,—,—,—,—
756,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47-4061,Rail-track laying and maintenance equipment operators,—,—,—,—,—
757,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071,Septic tank servicers and sewer pipe cleaners,—,—,—,—,—
758,47-4091.00,Segmental Pavers,47-4090,Miscellaneous construction and related workers,—,—,—,—,—
759,47-4099.00,"Construction and Related Workers, All Other",47-4090,Miscellaneous construction and related workers,—,—,—,—,—
760,47-4099.03,Weatherization Installers and Technicians,47-4090,Miscellaneous construction and related workers,—,—,—,—,—
761,47-5011.00,"Derrick Operators, Oil and Gas",47-5011,"Derrick operators, oil and gas",—,—,—,—,—
762,47-5012.00,"Rotary Drill Operators, Oil and Gas",47-5012,"Rotary drill operators, oil and gas",—,—,—,—,—
763,47-5013.00,"Service Unit Operators, Oil and Gas",47-5013,"Service unit operators, oil and gas",—,—,—,—,—
764,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022,"Excavating and loading machine and dragline operators, surface mining",—,—,—,—,—
765,47-5023.00,"Earth Drillers, Except Oil and Gas",47-5023,"Earth drillers, except oil and gas",—,—,—,—,—
766,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032,"Explosives workers, ordnance handling experts, and blasters",—,—,—,—,—
767,47-5041.00,Continuous Mining Machine Operators,47-5041,Continuous mining machine operators,—,—,—,—,—
768,47-5043.00,"Roof Bolters, Mining",47-5043,"Roof bolters, mining",—,—,—,—,—
769,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",47-5044,"Loading and moving machine operators, underground mining",—,—,—,—,—
770,47-5049.00,"Underground Mining Machine Operators, All Other",47-5049,"Underground mining machine operators, all other",—,—,—,—,—
771,47-5051.00,"Rock Splitters, Quarry",47-5051,"Rock splitters, quarry",—,—,—,—,—
772,47-5071.00,"Roustabouts, Oil and Gas",47-5071,"Roustabouts, oil and gas",—,—,—,—,—
773,47-5081.00,Helpers--Extraction Workers,47-5081,Helpers--extraction workers,—,—,—,—,—
774,47-5099.00,"Extraction Workers, All Other",47-5099,"Extraction workers, all other",—,—,—,—,—
775,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011,"First-line supervisors of mechanics, installers, and repairers",—,—,—,—,—
776,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011,"Computer, automated teller, and office machine repairers",—,—,—,—,—
777,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021,"Radio, cellular, and tower equipment installers and repairers",B279,Telecommunications technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm
778,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,"Telecommunications equipment installers and repairers, except line installers",B279,Telecommunications technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm
779,49-2091.00,Avionics Technicians,49-2091,Avionics technicians,B280,Aircraft and avionics equipment mechanics and technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
780,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092,"Electric motor, power tool, and related repairers",B373,Electrical and electronics installers and repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
781,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,"Electrical and electronics installers and repairers, transportation equipment",B373,Electrical and electronics installers and repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
782,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,"Electrical and electronics repairers, commercial and industrial equipment",B373,Electrical and electronics installers and repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
783,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",B373,Electrical and electronics installers and repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
784,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096,"Electronic equipment installers and repairers, motor vehicles",B373,Electrical and electronics installers and repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/electrical-and-electronics-installers-and-repairers.htm
785,49-2097.00,Audiovisual Equipment Installers and Repairers,49-2097,Audiovisual equipment installers and repairers,—,—,—,—,—
786,49-2098.00,Security and Fire Alarm Systems Installers,49-2098,Security and fire alarm systems installers,—,—,—,—,—
787,49-3011.00,Aircraft Mechanics and Service Technicians,49-3011,Aircraft mechanics and service technicians,B280,Aircraft and avionics equipment mechanics and technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/aircraft-and-avionics-equipment-mechanics-and-technicians.htm
788,49-3021.00,Automotive Body and Related Repairers,49-3021,Automotive body and related repairers,B282,Automotive body and glass repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/automotive-body-and-glass-repairers.htm
789,49-3022.00,Automotive Glass Installers and Repairers,49-3022,Automotive glass installers and repairers,B282,Automotive body and glass repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/automotive-body-and-glass-repairers.htm
790,49-3023.00,Automotive Service Technicians and Mechanics,49-3023,Automotive service technicians and mechanics,B283,Automotive service technicians and mechanics,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/automotive-service-technicians-and-mechanics.htm
791,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031,Bus and truck mechanics and diesel engine specialists,B284,Diesel service technicians and mechanics,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/diesel-service-technicians-and-mechanics.htm
792,49-3041.00,Farm Equipment Mechanics and Service Technicians,49-3041,Farm equipment mechanics and service technicians,B285,Heavy vehicle and mobile equipment service technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm
793,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042,"Mobile heavy equipment mechanics, except engines",B285,Heavy vehicle and mobile equipment service technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm
794,49-3043.00,Rail Car Repairers,49-3043,Rail car repairers,B285,Heavy vehicle and mobile equipment service technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/heavy-vehicle-and-mobile-equipment-service-technicians.htm
795,49-3051.00,Motorboat Mechanics and Service Technicians,49-3051,Motorboat mechanics and service technicians,B286,Small engine mechanics,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/small-engine-mechanics.htm
796,49-3052.00,Motorcycle Mechanics,49-3052,Motorcycle mechanics,B286,Small engine mechanics,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/small-engine-mechanics.htm
797,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053,Outdoor power equipment and other small engine mechanics,B286,Small engine mechanics,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/small-engine-mechanics.htm
798,49-3091.00,Bicycle Repairers,49-3091,Bicycle repairers,—,—,—,—,—
799,49-3092.00,Recreational Vehicle Service Technicians,49-3092,Recreational vehicle service technicians,—,—,—,—,—
800,49-3093.00,Tire Repairers and Changers,49-3093,Tire repairers and changers,—,—,—,—,—
801,49-9011.00,Mechanical Door Repairers,49-9011,Mechanical door repairers,—,—,—,—,—
802,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,"Control and valve installers and repairers, except mechanical door",—,—,—,—,—
803,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",B287,"Heating, air conditioning, and refrigeration mechanics and installers",Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm
804,49-9031.00,Home Appliance Repairers,49-9031,Home appliance repairers,—,—,—,—,—
805,49-9041.00,Industrial Machinery Mechanics,49-9041,Industrial machinery mechanics,B288,"Industrial machinery mechanics, machinery maintenance workers, and millwrights",Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm
806,49-9043.00,"Maintenance Workers, Machinery",49-9043,"Maintenance workers, machinery",B288,"Industrial machinery mechanics, machinery maintenance workers, and millwrights",Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm
807,49-9044.00,Millwrights,49-9044,Millwrights,B288,"Industrial machinery mechanics, machinery maintenance workers, and millwrights",Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights.htm
808,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045,"Refractory materials repairers, except brickmasons",—,—,—,—,—
809,49-9051.00,Electrical Power-Line Installers and Repairers,49-9051,Electrical power-line installers and repairers,B291,Electrical power-line installers and repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/line-installers-and-repairers.htm
810,49-9052.00,Telecommunications Line Installers and Repairers,49-9052,Telecommunications line installers and repairers,B279,Telecommunications technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/telecommunications-equipment-installers-and-repairers-except-line-installers.htm
811,49-9061.00,Camera and Photographic Equipment Repairers,49-9061,Camera and photographic equipment repairers,—,—,—,—,—
812,49-9062.00,Medical Equipment Repairers,49-9062,Medical equipment repairers,B292,Medical equipment repairers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/medical-equipment-repairers.htm
813,49-9063.00,Musical Instrument Repairers and Tuners,49-9063,Musical instrument repairers and tuners,—,—,—,—,—
814,49-9064.00,Watch and Clock Repairers,49-9064,Watch and clock repairers,—,—,—,—,—
815,49-9069.00,"Precision Instrument and Equipment Repairers, All Other",49-9069,"Precision instrument and equipment repairers, all other",—,—,—,—,—
816,49-9071.00,"Maintenance and Repair Workers, General",49-9071,"Maintenance and repair workers, general",B289,General maintenance and repair workers,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/general-maintenance-and-repair-workers.htm
817,49-9081.00,Wind Turbine Service Technicians,49-9081,Wind turbine service technicians,B255,Wind turbine technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/wind-turbine-technicians.htm
818,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091,"Coin, vending, and amusement machine servicers and repairers",—,—,—,—,—
819,49-9092.00,Commercial Divers,49-9092,Commercial divers,—,—,—,—,—
820,49-9094.00,Locksmiths and Safe Repairers,49-9094,Locksmiths and safe repairers,—,—,—,—,—
821,49-9095.00,Manufactured Building and Mobile Home Installers,49-9095,Manufactured building and mobile home installers,—,—,—,—,—
822,49-9096.00,Riggers,49-9096,Riggers,—,—,—,—,—
823,49-9097.00,Signal and Track Switch Repairers,49-9097,Signal and track switch repairers,—,—,—,—,—
824,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",49-9098,"Helpers--installation, maintenance, and repair workers",—,—,—,—,—
825,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other",49-9099,"Installation, maintenance, and repair workers, all other",—,—,—,—,—
826,49-9099.01,Geothermal Technicians,49-9099,"Installation, maintenance, and repair workers, all other",—,—,—,—,—
827,51-1011.00,First-Line Supervisors of Production and Operating Workers,51-1011,First-line supervisors of production and operating workers,—,—,—,—,—
828,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
829,51-2021.00,"Coil Winders, Tapers, and Finishers",51-2021,"Coil winders, tapers, and finishers",B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
830,51-2022.00,Electrical and Electronic Equipment Assemblers,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
831,51-2023.00,Electromechanical Equipment Assemblers,51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
832,51-2031.00,Engine and Other Machine Assemblers,51-2031,Engine and other machine assemblers,B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
833,51-2041.00,Structural Metal Fabricators and Fitters,51-2041,Structural metal fabricators and fitters,B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
834,51-2051.00,Fiberglass Laminators and Fabricators,51-2051,Fiberglass laminators and fabricators,B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
835,51-2061.00,Timing Device Assemblers and Adjusters,51-2061,Timing device assemblers and adjusters,B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
836,51-2092.00,Team Assemblers,51-2090,Miscellaneous assemblers and fabricators,B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
837,51-2099.00,"Assemblers and Fabricators, All Other",51-2090,Miscellaneous assemblers and fabricators,B293,Assemblers and fabricators,Production,Production,https://www.bls.gov/OOH/production/assemblers-and-fabricators.htm
838,51-3011.00,Bakers,51-3011,Bakers,B294,Bakers,Production,Production,https://www.bls.gov/OOH/production/bakers.htm
839,51-3021.00,Butchers and Meat Cutters,51-3021,Butchers and meat cutters,B295,Butchers,Production,Production,https://www.bls.gov/OOH/production/butchers-and-meat-cutters.htm
840,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022,"Meat, poultry, and fish cutters and trimmers",—,—,—,—,—
841,51-3023.00,Slaughterers and Meat Packers,51-3023,Slaughterers and meat packers,—,—,—,—,—
842,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",B381,Food and tobacco processing workers,Production,Production,https://www.bls.gov/OOH/production/food-and-tobacco-processing-workers.htm
843,51-3092.00,Food Batchmakers,51-3092,Food batchmakers,B381,Food and tobacco processing workers,Production,Production,https://www.bls.gov/OOH/production/food-and-tobacco-processing-workers.htm
844,51-3093.00,Food Cooking Machine Operators and Tenders,51-3093,Food cooking machine operators and tenders,B381,Food and tobacco processing workers,Production,Production,https://www.bls.gov/OOH/production/food-and-tobacco-processing-workers.htm
845,51-3099.00,"Food Processing Workers, All Other",51-3099,"Food processing workers, all other",B381,Food and tobacco processing workers,Production,Production,https://www.bls.gov/OOH/production/food-and-tobacco-processing-workers.htm
846,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
847,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,"Forging machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
848,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
849,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
850,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
851,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
852,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
853,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
854,51-4041.00,Machinists,51-4041,Machinists,B297,Machinists and tool and die makers,Production,Production,https://www.bls.gov/OOH/production/machinists-and-tool-and-die-makers.htm
855,51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051,Metal-refining furnace operators and tenders,B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
856,51-4052.00,"Pourers and Casters, Metal",51-4052,"Pourers and casters, metal",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
857,51-4061.00,"Model Makers, Metal and Plastic",51-4061,"Model makers, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
858,51-4062.00,"Patternmakers, Metal and Plastic",51-4062,"Patternmakers, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
859,51-4071.00,Foundry Mold and Coremakers,51-4071,Foundry mold and coremakers,B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
860,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
861,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
862,51-4111.00,Tool and Die Makers,51-4111,Tool and die makers,B297,Machinists and tool and die makers,Production,Production,https://www.bls.gov/OOH/production/machinists-and-tool-and-die-makers.htm
863,51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121,"Welders, cutters, solderers, and brazers",B298,"Welders, cutters, solderers, and brazers",Production,Production,https://www.bls.gov/OOH/production/welders-cutters-solderers-and-brazers.htm
864,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
865,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
866,51-4192.00,"Layout Workers, Metal and Plastic",51-4192,"Layout workers, metal and plastic",—,—,—,—,—
867,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193,"Plating machine setters, operators, and tenders, metal and plastic",B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
868,51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4194,"Tool grinders, filers, and sharpeners",—,—,—,—,—
869,51-4199.00,"Metal Workers and Plastic Workers, All Other",51-4199,"Metal workers and plastic workers, all other",—,—,—,—,—
870,51-5111.00,Prepress Technicians and Workers,51-5111,Prepress technicians and workers,—,—,—,—,—
871,51-5112.00,Printing Press Operators,51-5112,Printing press operators,—,—,—,—,—
872,51-5113.00,Print Binding and Finishing Workers,51-5113,Print binding and finishing workers,—,—,—,—,—
873,51-6011.00,Laundry and Dry-Cleaning Workers,51-6011,Laundry and dry-cleaning workers,—,—,—,—,—
874,51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6021,"Pressers, textile, garment, and related materials",—,—,—,—,—
875,51-6031.00,Sewing Machine Operators,51-6031,Sewing machine operators,—,—,—,—,—
876,51-6041.00,Shoe and Leather Workers and Repairers,51-6041,Shoe and leather workers and repairers,—,—,—,—,—
877,51-6042.00,Shoe Machine Operators and Tenders,51-6042,Shoe machine operators and tenders,—,—,—,—,—
878,51-6051.00,"Sewers, Hand",51-6051,"Sewers, hand",—,—,—,—,—
879,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6052,"Tailors, dressmakers, and custom sewers",—,—,—,—,—
880,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061,Textile bleaching and dyeing machine operators and tenders,—,—,—,—,—
881,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062,"Textile cutting machine setters, operators, and tenders",—,—,—,—,—
882,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063,"Textile knitting and weaving machine setters, operators, and tenders",—,—,—,—,—
883,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",—,—,—,—,—
884,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",—,—,—,—,—
885,51-6092.00,Fabric and Apparel Patternmakers,51-6092,Fabric and apparel patternmakers,—,—,—,—,—
886,51-6093.00,Upholsterers,51-6093,Upholsterers,—,—,—,—,—
887,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",51-6099,"Textile, apparel, and furnishings workers, all other",—,—,—,—,—
888,51-7011.00,Cabinetmakers and Bench Carpenters,51-7011,Cabinetmakers and bench carpenters,B300,Woodworkers,Production,Production,https://www.bls.gov/OOH/production/woodworkers.htm
